KazaName,kazcode,Sanjak,sancode,Vilayet,vilcode,Muslims_Female,Muslims_Male,Greeks_Female,Greeks_Male,Armenians_Female,Armenians_Male,Bulgarians_Female,Bulgarians_Male,Catholics_Female,Catholics_Male,Jews_Female,Jews_Male,Protestants_Female,Protestants_Male,Latins_Female,Latins_Male,Monophysites_Female,Monophysites_Male,NonMuslimGypsies_Female,NonMuslimGypsies_Male,ForeignCitizens_Female,ForeignCitizens_Male,Total_Muslim,Total_Christian,Total_NonMuslim,Total_Armenian,Christian_Muslim_Ratio,Armenian_Muslim_Ratio,ArmenianShare,ChristianShare,Total_Female,Total_Male,GrandTotal,Source,SanjakCenter
Uşak Kaza,16-3-5,Kütahya,16-3,Bursa (Hüdavendigar),16,37070.0,34535.0,725.0,707.0,340.0,320.0,,,,,,,,,,,,,,,14.0,8.0,71605.0,2092,2092,660,0.02921583688289924,0.009217233433419453,0.00895291580189639,0.028378030087223102,38149.0,35570.0,73719.0,1881 Census,0
Derik Kaza,21-1-1,Diyarbekir,21-1,Diyarbekir,21,4524.0,5262.0,,,148.0,175.0,,,74.0,88.0,,,69.0,78.0,,,48.0,51.0,,,,,9786.0,731,731,323,0.07469854894747599,0.03300633558144288,0.030712180279547398,0.06950651326423885,4863.0,5654.0,10517.0,1881 Census,0
Diyarbekir Central Kaza,21-1-2,Diyarbekir,21-1,Diyarbekir,21,22280.0,20388.0,80.0,112.0,5772.0,6311.0,,,1194.0,1366.0,132.0,153.0,473.0,510.0,,,1969.0,2077.0,25.0,28.0,,,42668.0,19864,20149,12083,0.4655479516265117,0.2831864629230337,0.1921902338158104,0.31595355495466837,31925.0,30945.0,62870.0,1881 Census,1
Lice Kaza,21-1-3,Diyarbekir,21-1,Diyarbekir,21,8785.0,10284.0,,,2171.0,2476.0,,,,,,,143.0,148.0,,,348.0,444.0,,,,,19069.0,5730,5730,4647,0.30048770255388324,0.24369395353715453,0.18738658816887777,0.23105770393967498,11447.0,13352.0,24799.0,1881 Census,0
Silvan Kaza,21-1-4,Diyarbekir,21-1,Diyarbekir,21,5186.0,6189.0,78.0,84.0,3049.0,3511.0,,,69.0,83.0,,,24.0,21.0,,,239.0,285.0,,,,,11375.0,7443,7443,6560,0.6543296703296704,0.5767032967032967,0.34860240195557446,0.3955255606334361,8645.0,10173.0,18818.0,1881 Census,0
Siverek Kaza,21-1-5,Diyarbekir,21-1,Diyarbekir,21,13514.0,14957.0,,,726.0,675.0,,,50.0,21.0,70.0,39.0,112.0,101.0,,,261.0,187.0,,,,,28471.0,2133,2242,1401,0.07491833795792209,0.04920796600049173,0.045615862989613516,0.06944941881288054,14733.0,15980.0,30713.0,1881 Census,0
Çermik Kaza,21-3-1,Maden,21-3,Diyarbekir,21,11050.0,13363.0,,,2330.0,2614.0,,,200.0,211.0,128.0,119.0,477.0,430.0,,,,,,,,,24413.0,6262,6509,4944,0.25650268299676404,0.20251505345512635,0.15988616518983248,0.20250954013323846,14185.0,16737.0,30922.0,1881 Census,0
Maden Central Kaza,21-3-2,Maden,21-3,Diyarbekir,21,18976.0,20053.0,372.0,440.0,1729.0,2250.0,,7.0,165.0,132.0,,,27.0,23.0,,,,,39.0,33.0,,,39029.0,5145,5145,3979,0.1318250531655948,0.1019498321760742,0.08992903313293857,0.11628169778059033,21308.0,22938.0,44246.0,1881 Census,1
Palu Kaza,21-3-3,Maden,21-3,Diyarbekir,21,17035.0,20588.0,,,6104.0,6729.0,,,,,,,164.0,201.0,,,,,18.0,20.0,,,37623.0,13198,13198,12833,0.3507960556042846,0.3410945432315339,0.25232505554572443,0.2595017597671995,23321.0,27538.0,50859.0,1881 Census,0
Avniye Kaza,21-2-1,Mardin,21-2,Diyarbekir,21,10112.0,11788.0,,,,,,,51.0,70.0,,,63.0,79.0,,,260.0,318.0,,,,,21900.0,841,841,0,0.03840182648401826,0.0,0.0,0.036981663075502394,10486.0,12255.0,22741.0,1881 Census,0
Cizre Kaza,21-2-2,Mardin,21-2,Diyarbekir,21,3168.0,2867.0,,,,,,,790.0,791.0,85.0,64.0,24.0,36.0,,,103.0,94.0,,,,,6035.0,1838,1987,0,0.30455675227837614,0.0,0.0,0.22911992021939667,4170.0,3852.0,8022.0,1881 Census,0
Mardin Central Kaza,21-2-3,Mardin,21-2,Diyarbekir,21,11266.0,11292.0,,,,,,,1994.0,2233.0,,,218.0,214.0,,,1646.0,1913.0,,,,,22558.0,8218,8218,0,0.3643053462186364,0.0,0.0,0.2670262542240707,15124.0,15652.0,30776.0,1881 Census,1
Midyat Kaza,21-2-4,Mardin,21-2,Diyarbekir,21,9742.0,11784.0,,,24.0,29.0,,,93.0,118.0,,,146.0,200.0,,,1614.0,2043.0,,,,,21526.0,4267,4267,53,0.1982254018396358,0.002462138808882282,0.002054821075485597,0.16543248168107627,11619.0,14174.0,25793.0,1881 Census,0
Nusaybin Kaza,21-2-5,Mardin,21-2,Diyarbekir,21,2849.0,2289.0,,,,,,,154.0,,154.0,107.0,,,,,1279.0,1210.0,,,,,5138.0,2643,2904,0,0.5144024912417283,0.0,0.0,0.3350659229208925,4282.0,3606.0,7888.0,1881 Census,0
Dedeağaç Kaza,22-1-1,Edirne,22-1,Edirne,22,13205.0,15327.0,12093.0,11734.0,33.0,254.0,5835.0,6614.0,35.0,35.0,11.0,24.0,,,,,,,,,,,28532.0,36633,36668,287,1.2839268190102342,0.010058881256133464,0.004401840490797546,0.5618558282208589,31212.0,33988.0,65200.0,1881 Census,0
Edirne Central Sanjak,22-1-2,Edirne,22-1,Edirne,22,57162.0,60046.0,37449.0,40381.0,1917.0,1924.0,14708.0,16213.0,136.0,173.0,4370.0,4548.0,18.0,24.0,,4.0,,,,,,,117208.0,112947,121865,3841,0.963645826223466,0.032770800627943485,0.016066222450883204,0.47243728902887405,115760.0,123313.0,239073.0,1881 Census,1
Gelibolu Kaza,22-1-3,Edirne,22-1,Edirne,22,12239.0,13366.0,28250.0,30903.0,524.0,556.0,805.0,869.0,,,790.0,814.0,,,,,,,,,25.0,88.0,25605.0,61907,63511,1080,2.4177699668033585,0.0421792618629174,0.012103688262784521,0.6937991011890753,442633.0,46596.0,89229.0,1881 Census,0
Gümülcine Kaza,22-1-4,Edirne,22-1,Edirne,22,90364.0,91698.0,6492.0,7362.0,175.0,147.0,9828.0,9599.0,,,232.0,372.0,,,,,,,,,90.0,150.0,182062.0,33603,34207,322,0.18456899298041327,0.0017686282694906132,0.001487236096420934,0.1552037097764989,107181.0,109328.0,216509.0,1881 Census,0
Kirkkilise (Korklareli) Kaza,22-1-5,Edirne,22-1,Edirne,22,17111.0,19216.0,26208.0,27455.0,45.0,63.0,16320.0,17679.0,44.0,40.0,425.0,475.0,27.0,30.0,,,,,,,99.0,92.0,36327.0,87911,88811,108,2.419990640570375,0.0029729952927574532,0.0008617319215823952,0.7014418051687957,60279.0,65050.0,125329.0,1881 Census,0
Tekirdağı (Tekfurdağı),22-1-6,Edirne,22-1,Edirne,22,21397.0,23235.0,18361.0,20532.0,5403.0,5601.0,1765.0,2010.0,274.0,287.0,780.0,876.0,92.0,88.0,,,,,,,,,44632.0,54413,56069,11004,1.2191476967198422,0.2465495608531995,0.1092739893347633,0.5403422011697997,48072.0,52629.0,100701.0,1881 Census,0
Carsancak Kaza,23-3-1,Dersim Kaza,23-3,Elâziz (Elazığ),23,3780.0,4425.0,,,3075.0,3637.0,,,,,,,36.0,33.0,,,,,,,,,8205.0,6781,6781,6712,0.8264472882388787,0.8180377818403413,0.44788469237955425,0.4524889897237422,,,14986.0,1893 Salname,0
Cemisgezek Kaza,23-3-2,Dersim Kaza,23-3,Elâziz (Elazığ),23,6789.0,6854.0,106.0,86.0,1971.0,1954.0,,,,,,,150.0,102.0,,,,,,,,,13643.0,4369,4369,3925,0.3202374844242469,0.2876933225830096,0.21791028203419943,0.24256051521208083,,,18012.0,1893 Salname,0
Hozat Kaza,23-3-3,Dersim Kaza,23-3,Elâziz (Elazığ),23,3602.0,3609.0,,,354.0,495.0,,,,,,,,,,,,,,,,,7211.0,849,849,849,0.11773679101372903,0.11773679101372903,0.10533498759305211,0.10533498759305211,,,8060.0,1893 Salname,1
Kizilkilise,23-3-4,Dersim Kaza,23-3,Elâziz (Elazığ),23,1509.0,1718.0,,,10.0,10.0,,,,,,,,,,,,,,,,,3227.0,20,20,20,0.006197706848466067,0.006197706848466067,0.006159531875577456,0.006159531875577456,,,3247.0,1893 Salname,0
Mazgirt Kaza,23-3-5,Dersim Kaza,23-3,Elâziz (Elazığ),23,5761.0,7459.0,0.0,0.0,666.0,885.0,,,,,,,,,,,,,,,,,13220.0,1551,1551,1551,0.11732223903177004,0.11732223903177004,0.10500304651005349,0.10500304651005349,,,14771.0,1893 Salname (+PAH),0
Ovacik Kaza,23-3-6,Dersim Kaza,23-3,Elâziz (Elazığ),23,1262.0,1697.0,,,,,,,,,,,,,,,,,,,,,2959.0,0,0,0,0.0,0.0,0.0,0.0,,,2959.0,1893 Salname,0
Arabkir Kaza,23-1-1,Elaziz,23-1,Elâziz (Elazığ),23,11143.0,11013.0,,,4611.0,4460.0,,,131.0,131.0,,,469.0,480.0,,,,,,,,,22156.0,10282,10282,9071,0.4640729373533129,0.40941505686947105,0.2796411616005919,0.3169739194771564,,,32438.0,1893 Salname,0
Egin Kaza,23-1-2,Elaziz,23-1,Elâziz (Elazığ),23,14915.0,14957.0,299.0,280.0,5442.0,5858.0,,,7.0,17.0,,,354.0,295.0,,,,,,,,,29872.0,12552,12552,11300,0.42019282271023034,0.37828066416711303,0.2663586649066566,0.29587026211578354,,,42424.0,1893 Salname,0
Elaziz Merkez Kaza,23-1-3,Elaziz,23-1,Elâziz (Elazığ),23,36886.0,40459.0,17.0,19.0,15063.0,17486.0,,,326.0,318.0,,,1977.0,2419.0,221.0,226.0,422.0,476.0,,,,,77345.0,38970,38970,32549,0.5038464024823841,0.42082875428275907,0.27983493100631907,0.33503847311180845,,,116315.0,1893 Salname,1
Keban Madeni Kaza,23-1-4,Elaziz,23-1,Elâziz (Elazığ),23,8509.0,10542.0,32.0,31.0,163.0,184.0,,,,,,,29.0,36.0,,,,,,,,,19051.0,475,475,347,0.024933074379297676,0.01821426696761325,0.017771176892348663,0.024326538973676124,,,19526.0,1893 Salname,0
Adıyaman (Hisn-i Mansur) Kaza,23-2-1,Malatya Kaza,23-2,Elâziz (Elazığ),23,13989.0,15166.0,,,679.0,832.0,,,281.0,306.0,,,136.0,148.0,,,29.0,32.0,,,,,29155.0,2443,2443,1511,0.08379351740696278,0.05182644486365975,0.04781948224571175,0.07731501993797076,,,31598.0,1893 Salname,0
Akcadag Kaza,23-2-2,Malatya Kaza,23-2,Elâziz (Elazığ),23,11567.0,14897.0,,,140.0,196.0,,,,,,,,,,,,,,,,,26464.0,336,336,336,0.012696493349455865,0.012696493349455865,0.01253731343283582,0.01253731343283582,,,26800.0,1893 Salname,0
Behisni Kaza,23-2-3,Malatya Kaza,23-2,Elâziz (Elazığ),23,20158.0,23308.0,,,661.0,676.0,,,105.0,97.0,,,22.0,26.0,,,,,,,,,43466.0,1587,1587,1337,0.03651129618552432,0.030759674228132333,0.029676159190286995,0.03522517923334739,,,45053.0,1893 Salname,0
Kahta Kaza,23-2-4,Malatya Kaza,23-2,Elâziz (Elazığ),23,13313.0,17022.0,,,407.0,350.0,,,,,,,,,,,150.0,172.0,,,,,30335.0,1079,1079,757,0.03556947420471403,0.024954672820174717,0.024097536130387724,0.03434774304450245,,,31414.0,1893 Salname,0
Malatya Merkez Kaza,23-2-5,Malatya Kaza,23-2,Elâziz (Elazığ),23,23236.0,26383.0,,,2863.0,3292.0,,,242.0,266.0,,,159.0,160.0,59.0,61.0,,,,,,,49619.0,7102,7102,6155,0.14313065559563876,0.12404522461153994,0.1085136016642866,0.12520935808607042,,,56721.0,1893 Salname,1
Bayezit Central Kaza,25-2-1,Bayezit,25-2,Erzurum,25,3797.0,5146.0,,,945.0,968.0,,,,,,,,,,,,,,,,,8943.0,1913,1913,1913,0.21391032092139103,0.21391032092139103,0.17621591746499632,0.17621591746499632,4742.0,6114.0,10856.0,1881 Census,0
Diyadin Kaza,25-2-2,Bayezit,25-2,Erzurum,25,4870.0,5226.0,,,132.0,210.0,,,,,,,,,,,,,,,,3.0,10096.0,342,342,342,0.033874801901743266,0.033874801901743266,0.03275548319126521,0.03275548319126521,5002.0,5439.0,10441.0,1881 Census,0
Eleşkirt Kaza,25-2-3,Bayezit,25-2,Erzurum,25,6799.0,7729.0,,,1650.0,1957.0,,,565.0,743.0,,,21.0,31.0,,,,,,,,,14528.0,4967,4967,3607,0.34189151982378857,0.24827918502202642,0.18502180046165684,0.2547832777635291,9035.0,10460.0,19495.0,1881 Census,0
Karakilise (Karaköse) Kaza,25-2-4,Bayezit,25-2,Erzurum,25,2294.0,3905.0,,,969.0,1211.0,,,,,,,,,,,,,,,13.0,37.0,6199.0,2180,2180,2180,0.3516696241329247,0.3516696241329247,0.2586309170720133,0.2586309170720133,3276.0,5153.0,8429.0,1881 Census,0
Tutak (Antap) Kaza,25-2-5,Bayezit,25-2,Erzurum,25,3137.0,4496.0,,,105.0,108.0,,,,,,,,,,,,,,,,,7633.0,213,213,213,0.02790514869644963,0.02790514869644963,0.027147591129237827,0.027147591129237827,3242.0,4604.0,7846.0,1881 Census,0
Erzincan Central Kaza,25-3-1,Erzincan,25-3,Erzurum,25,19879.0,21644.0,91.0,115.0,6125.0,6561.0,,,,,,,39.0,49.0,,,,,,,,,41523.0,12980,12980,12686,0.3125978373431592,0.3055174240782217,0.23275782984422877,0.23815202832871585,26134.0,28369.0,54503.0,1881 Census,1
Kemah Kaza,25-3-2,Erzincan,25-3,Erzurum,25,6468.0,7393.0,281.0,299.0,1483.0,1671.0,,,,,,,80.0,66.0,,,,,,,,,13861.0,3880,3880,3154,0.27992208354375586,0.2275449101796407,0.17747017780778754,0.2183209543101508,8312.0,9459.0,17772.0,1881 Census,0
Kuruçay (İliç) Kaza,25-3-3,Erzincan,25-3,Erzurum,25,4874.0,5045.0,,,1231.0,1186.0,,,,,,,,,,,,,,,,,9919.0,2417,2417,2417,0.24367375743522532,0.24367375743522532,0.19593060959792477,0.19593060959792477,6105.0,6231.0,12336.0,1881 Census,0
Pülümür (Kuzican) Kaza,25-3-4,Erzincan,25-3,Erzurum,25,,6705.0,,,,1191.0,,,,,,,,,,,,,,,,,6705.0,1191,1191,1191,0.17762863534675616,0.17762863534675616,0.15083586626139817,0.15083586626139817,,,7896.0,1871 Erzurum Salname (only males),0
Refahiye Kaza,25-3-5,Erzincan,25-3,Erzurum,25,10009.0,10631.0,557.0,544.0,376.0,393.0,,,,,,,,,,,,,,,,,20640.0,1870,1870,769,0.09060077519379844,0.037257751937984494,0.034162594402487784,0.08307418924922257,10942.0,11568.0,22510.0,1881 Census,0
Bayburt Kaza,25-1-1,Erzurum,25-1,Erzurum,25,20030.0,22797.0,280.0,375.0,4557.0,5098.0,,,,,,,,,,,,,,,,,42827.0,10310,10310,9655,0.24073598430896398,0.2254418941322063,0.18170013361687712,0.19402676101398272,24867.0,28270.0,53137.0,1881 Census,0
Erzurum Central Kaza,25-1-2,Erzurum,25-1,Erzurum,25,13473.0,13636.0,244.0,242.0,4577.0,5153.0,,,375.0,416.0,3.0,3.0,164.0,165.0,,,,,8.0,7.0,97.0,121.0,27109.0,11336,11342,9730,0.41816370946917997,0.35892139141982365,0.25152517836831767,0.29304105056354046,18941.0,19743.0,38684.0,1881 Census,1
Hinis Kaza,25-1-3,Erzurum,25-1,Erzurum,25,6858.0,8636.0,,,3657.0,4758.0,,,,,,,152.0,208.0,,,,,,,,,15494.0,8775,8775,8415,0.5663482638440687,0.5431134632761069,0.34673863776834646,0.36157237628250033,10667.0,13602.0,24269.0,1881 Census,0
Ispir Kaza,25-1-4,Erzurum,25-1,Erzurum,25,14563.0,15588.0,,1.0,1100.0,1199.0,,,42.0,37.0,,,,,,,,,,,,11.0,30151.0,2379,2379,2299,0.07890285562667905,0.07624954396205764,0.07064933468547371,0.07310777173412003,15705.0,16836.0,32541.0,1881 Census,0
Gisgim Kaza,25-1-5,Erzurum,25-1,Erzurum,25,9579.0,12369.0,17.0,20.0,323.0,369.0,,,1641.0,1859.0,,,,,,,,,,,,10.0,21948.0,4229,4229,692,0.1926827045744487,0.03152906870785493,0.026425325543208464,0.16149234352923206,11560.0,14627.0,26187.0,1881 Census,0
Kiği Kaza,25-1-6,Erzurum,25-1,Erzurum,25,11322.0,16373.0,60.0,75.0,4169.0,6312.0,,,,,,,322.0,412.0,,,,,,,,,27695.0,11350,11350,10481,0.4098212673767828,0.37844376241198774,0.2684338583685491,0.2906902292226918,15873.0,23172.0,39045.0,1881 Census,0
Ova Kaza,25-1-7,Erzurum,25-1,Erzurum,25,21862.0,23847.0,3.0,8.0,8765.0,9613.0,,,200.0,203.0,,,,,,,,,,,,,45709.0,18792,18792,18378,0.41112253604323,0.40206523879323547,0.2849258151036418,0.29134432024309703,30830.0,33671.0,64501.0,1881 Census,0
Pasinler Kaza,25-1-8,Erzurum,25-1,Erzurum,25,15665.0,19691.0,9.0,12.0,2863.0,3915.0,,,116.0,179.0,,,95.0,136.0,,,,,,,,,35356.0,7325,7325,6778,0.20717841384772034,0.19170720669759023,0.15880602610060682,0.17162203322321407,18748.0,23933.0,42681.0,1881 Census,0
Tercan Kaza,25-1-9,Erzurum,25-1,Erzurum,25,8066.0,11179.0,51.0,72.0,2507.0,3755.0,,,,,,,,,,,,,,,,,19245.0,6385,6385,6262,0.331774486879709,0.3253832164198493,0.2443230589153336,0.24912212251268046,10624.0,15006.0,25630.0,1881 Census,0
Tortum Kaza,25-1-10,Erzurum,25-1,Erzurum,25,21448.0,25224.0,,,546.0,621.0,,,171.0,183.0,,,,,,,,,,,,,46672.0,1521,1521,1167,0.03258913267055194,0.025004285224545765,0.024215134978108854,0.03156060008714959,22165.0,26028.0,48193.0,1881 Census,0
Antakya Kaza,27-1-1,Halep,27-1,Halep,27,26844.0,28802.0,1765.0,1751.0,1039.0,1040.0,,,,,108.0,113.0,156.0,127.0,,,,,,,60.0,77.0,55646.0,5878,6099,2079,0.10563203105344499,0.037361176005463105,0.0336707425702486,0.09519799174022188,,,61745.0,1310 Salname,0
Antep Kaza,27-1-2,Halep,27-1,Halep,27,31767.0,33689.0,,,5265.0,6049.0,,,147.0,162.0,350.0,364.0,1606.0,1713.0,,,,,,,24.0,164.0,65456.0,14942,15656,11314,0.22827548276704962,0.17284893669029577,0.13948614261761516,0.18421441956800474,,,81112.0,1310 Salname,0
Bâb Kaza,27-1-3,Halep,27-1,Halep,27,12664.0,10110.0,,,,,,,,,25.0,25.0,,,,,,,,,84.0,163.0,22774.0,0,50,0,0.0,0.0,0.0,0.0,,,22824.0,1310 Salname,0
Belen Kaza,27-1-4,Halep,27-1,Halep,27,3440.0,3562.0,,,594.0,624.0,,,,,,,60.0,40.0,,,,,,,75.0,123.0,7002.0,1318,1318,1218,0.1882319337332191,0.17395029991431019,0.14639423076923078,0.15841346153846153,,,8320.0,1310 Salname,0
Cebel-i Sem'ân Kaza,27-1-5,Halep,27-1,Halep,27,13925.0,11179.0,,,,,,,,,,,,,,,,,,,,,25104.0,0,0,0,0.0,0.0,0.0,0.0,,,25104.0,1310 Salname,0
Cisr-i Şuğûr Kaza,27-1-6,Halep,27-1,Halep,27,10283.0,11475.0,386.0,488.0,751.0,811.0,,,114.0,91.0,,,250.0,270.0,80.0,83.0,,,,,46.0,59.0,21758.0,3324,3324,1562,0.15277139442963508,0.0717896865520728,0.06227573558727374,0.13252531696036998,,,25082.0,1310 Salname,0
Halep Kaza,27-1-7,Halep,27-1,Halep,27,37837.0,35829.0,460.0,533.0,902.0,764.0,,,7071.0,7175.0,3962.0,3906.0,27.0,38.0,195.0,149.0,1293.0,1423.0,,,530.0,1513.0,73666.0,20030,27898,1666,0.27190291314853526,0.022615589281350962,0.016403450041353237,0.1972155488165098,,,101564.0,1310 Salname,1
Harim Kaza,27-1-8,Halep,27-1,Halep,27,12610.0,12377.0,,,,,,,,,,,,,,,,,,,204.0,297.0,24987.0,0,0,0,0.0,0.0,0.0,0.0,,,24987.0,1310 Salname,0
Idlib Kaza,27-1-9,Halep,27-1,Halep,27,22932.0,22813.0,276.0,312.0,,,,,,,,,,,,,,,,,124.0,272.0,45745.0,588,588,0,0.012853863810252487,0.0,0.0,0.012690738782293398,,,46333.0,1310 Salname,0
Iskenderun Kaza,27-1-10,Halep,27-1,Halep,27,4684.0,5303.0,454.0,546.0,201.0,214.0,,,39.0,48.0,7.0,6.0,,,,,,,,,265.0,802.0,9987.0,1502,1515,415,0.15039551416841895,0.04155402022629418,0.03608068162058772,0.13058598504607893,,,11502.0,1310 Salname,0
Kilis Kaza,27-1-11,Halep,27-1,Halep,27,32356.0,32450.0,121.0,180.0,1221.0,1323.0,,,179.0,168.0,261.0,281.0,156.0,177.0,,,,,,,1670.0,1887.0,64806.0,3525,4067,2544,0.054393111748912135,0.039255624479214886,0.03693755172563994,0.051181159525503464,,,68873.0,1310 Salname,0
Mare Kaza,27-1-12,Halep,27-1,Halep,27,7242.0,7599.0,23.0,22.0,,,,,,,,,,,,,,,,,107.0,126.0,14841.0,45,45,0,0.0030321406913280777,0.0,0.0,0.003022974607013301,,,14886.0,1310 Salname,0
Münbiç Kaza,27-1-13,Halep,27-1,Halep,27,3829.0,2607.0,,,,,,,,,,,,,,,,,,,19.0,31.0,6436.0,0,0,0,0.0,0.0,0.0,0.0,,,6436.0,1310 Salname,0
Rakka Kaza,27-1-14,Halep,27-1,Halep,27,2906.0,2214.0,,,,,,,,,,,,,,,,,,,,,5120.0,0,0,0,0.0,0.0,0.0,0.0,,,5120.0,1310 Salname,0
Andirin Kaza,27-3-1,Maraş,27-3,Halep,27,6394.0,7744.0,,,1042.0,1328.0,,,84.0,109.0,,,,,,,,,,,,,14138.0,2563,2563,2370,0.18128448153911444,0.1676333286179092,0.14190767019938927,0.15346386443925514,,,16701.0,1310 Salname,0
Elbistan Kaza,27-3-2,Maraş,27-3,Halep,27,17981.0,19991.0,,,421.0,528.0,,,164.0,170.0,,,153.0,182.0,,,,,,,,,37972.0,1618,1618,949,0.04261034446434215,0.02499209944169388,0.02397069967163425,0.04086890628946704,,,39590.0,1310 Salname,0
Maraş Kaza ,27-3-3,Maraş,27-3,Halep,27,17110.0,19443.0,,,4312.0,4783.0,,,1447.0,1614.0,98.0,95.0,1430.0,1430.0,,,,,,,417.0,564.0,36553.0,15016,15209,9095,0.41080075506798347,0.24881678658386452,0.17570804837525597,0.2900969823422588,,,51762.0,1310 Salname,1
Pazarcik Kaza,27-3-4,Maraş,27-3,Halep,27,8533.0,9408.0,,,4.0,8.0,,,,,,,,,,,,,,,,,17941.0,12,12,12,0.0006688590379577504,0.0006688590379577504,0.0006684119645741659,0.0006684119645741659,,,17953.0,1310 Salname,0
Zeytun Kaza,27-3-5,Maraş,27-3,Halep,27,3378.0,3994.0,,,3661.0,4882.0,,,167.0,206.0,,,107.0,129.0,,,,,,,,,7372.0,9152,9152,8543,1.2414541508410202,1.1588442756375474,0.5170055676591624,0.5538610505930768,,,16524.0,1310 Salname,0
Birecik Kaza,27-2-1,Urfa,27-2,Halep,27,10171.0,10076.0,,,605.0,652.0,,,,,,,,,,,,,,,,,20247.0,1257,1257,1257,0.06208327159579197,0.06208327159579197,0.05845424107142857,0.05845424107142857,,,21504.0,1310 Salname,0
Harran Kaza,27-2-2,Urfa,27-2,Halep,27,1.987,1.675,,,,,,,,,,,,,,,,,,,,,3.662,0,0,0,0.0,0.0,0.0,0.0,,,3.662,1318 Salname,0
Rumkale,27-2-3,Urfa,27-2,Halep,27,10549.0,10993.0,,,289.0,340.0,,,,,,,,,,,,,,,,,21542.0,629,629,629,0.029198774487048558,0.029198774487048558,0.028370393757611294,0.028370393757611294,,,22171.0,1310 Salname,0
Suruc,27-2-4,Urfa,27-2,Halep,27,8712.0,9050.0,,,24.0,28.0,,,,,,,,,,,,,,,,,17762.0,52,52,52,0.0029275982434410538,0.0029275982434410538,0.0029190524306725047,0.0029190524306725047,,,17814.0,1310 Salname,0
Urfa Kaza,27-2-5,Urfa,27-2,Halep,27,26539.0,26321.0,,,3118.0,4515.0,,,240.0,218.0,154.0,163.0,327.0,395.0,,,486.0,588.0,,,355.0,967.0,52860.0,9887,10204,7633,0.18704124101399924,0.14440030268634127,0.12103577318279843,0.1567772421666878,,,63064.0,1310 Salname,1
Adalar Kaza,34-7,,34,Istanbul,34,78.0,186.0,2495.0,3006.0,196.0,337.0,,3.0,66.0,67.0,30.0,35.0,5.0,2.0,9.0,18.0,,,,,736.0,668.0,264.0,6204,6269,533,23.5,2.018939393939394,0.06715383646213935,0.7816555373566839,3615.0,4322.0,7937.0,1881 Census,0
Beykoz Kaza,34-5,,34,Istanbul,34,1665.0,1955.0,604.0,729.0,,,,,49.0,91.0,,,,,,,,,,,,,3620.0,1473,1473,0,0.4069060773480663,0.0,0.0,0.28922049872373845,2318.0,2775.0,5093.0,1881 Census,0
Gebze Kaza,34-3,,34,Istanbul,34,7633.0,8189.0,1947.0,2178.0,2.0,6.0,,3.0,,,,,,,,,,,,,,,15822.0,4136,4136,8,0.2614081658450259,0.0005056250790039186,0.0004008417677121956,0.20723519390720513,9582.0,10376.0,19958.0,1881 Census,0
Istanbul City and Greater Istanbul,34-1,,34,Istanbul,34,183571.0,201339.0,60937.0,91804.0,65720.0,83870.0,400.0,3977.0,3233.0,3209.0,21967.0,22394.0,331.0,488.0,554.0,528.0,,,,,28038.0,101205.0,384910.0,315051,359412,149590,0.8185056246914864,0.38863630459068355,0.17124083496934972,0.36064975130642823,364751.0,508814.0,873565.0,1881 Census,1
Kartal Kaza,34-4,,34,Istanbul,34,2073.0,3022.0,3093.0,3827.0,401.0,468.0,,,1.0,2.0,,1.0,,,,,,,,,32.0,49.0,5095.0,7792,7793,869,1.529342492639843,0.17055937193326792,0.06700593723494487,0.6008173336417612,5600.0,7369.0,12969.0,1881 Census,0
Küçükçekmece Kaza,34-2,,34,Istanbul,34,1833.0,3507.0,4769.0,6176.0,505.0,891.0,,15.0,25.0,36.0,,,,,12.0,19.0,,,,,52.0,135.0,5340.0,12448,12448,1396,2.331086142322097,0.2614232209737828,0.077663421418637,0.6925173852573018,7196.0,10779.0,17975.0,1881 Census,0
Şile Kaza,34-6,,34,Istanbul,34,4964.0,5350.0,3166.0,3281.0,,3.0,,,,,,,,,,,,,,,,6.0,10314.0,6450,6450,3,0.6253635834787667,0.00029086678301337986,0.00017889087656529517,0.38461538461538464,8130.0,8640.0,16770.0,1881 Census,0
Bartin Kaza,37-2-1,Bolu,37-2,Kastamonu,37,24284.0,25535.0,200.0,180.0,95.0,100.0,,,,13.0,,,,,,,,,,,,,49819.0,588,588,195,0.01180272586764086,0.0039141692928400815,0.0038695082747946183,0.011668055720919158,24579.0,25815.0,50394.0,1881 Census,0
Bolu Central Kaza,37-2-2,Bolu,37-2,Kastamonu,37,21632.0,21034.0,,17.0,397.0,428.0,,,,,,,,,,,,,,,,,42666.0,842,842,825,0.019734683354427414,0.0193362396287442,0.018956365892327843,0.01934698191677581,22029.0,21492.0,43521.0,1881 Census,1
Düzçe Kaza,37-2-3,Bolu,37-2,Kastamonu,37,14497.0,16015.0,22.0,58.0,13.0,52.0,,2.0,,,,,,,,,,,,,,1.0,30512.0,147,147,65,0.004817776612480336,0.002130309386470897,0.0021200260926288322,0.004794520547945206,14532.0,16128.0,30660.0,1881 Census,0
