NameofKaza,kazcode,NameofSanjak,sancode,NameofVilayet,vilcode,Muslims_Female,Muslims_Male,Greeks_Female,Greeks_Male,Armenians_Female,Armenians_Male,Bulgarians_Female,Bulgarians_Male,Catholics_Female,Catholics_Male,Jews_Female,Jews_Male,Protestants_Female,Protestants_Male,Latins_Female,Latins_Male,Monophysites_Female,Monophysites_Male,NonMuslimGypsies_Female,NonMuslimGypsies_Male,ForeignCitizens_Female,ForeignCitizens_Male,Total_Muslim,Total_Christian,Total_NonMuslim,Total_Armenian,Christian_Muslim_Ratio,Armenian_Muslim_Ratio,ArmenianShare,ChristianShare,Total_Female,Total_Male,GrandTotal,Source,CentralKazaDummy,AP,FID,Id,Vilayet,Sanjak,kaza,_merge
Zir Kaza,6-1-12,Ankara Sanjak,6-1,Ankara Vilayet,6.0,7310.0,7014.0,,,1118.0,1096.0,,,,,,,,,,,,,,,,,14324.0,2214.0,2214.0,2214.0,0.1545657638,0.1545657638,0.1319899845,0.1319899845,8537.0,8237.0,16774.0,1881 Census,0.0,"replace kazcode=""6-1-12"" if kaza==""Zir Kaza""",251.0,0,Ankara,Ankara,Zir Kaza,3
Ayaş Kaza,6-1-2,Ankara Sanjak,6-1,Ankara Vilayet,6.0,10852.0,10933.0,,2.0,2.0,9.0,,,,9.0,,2.0,109.0,127.0,,,,,,,,,21785.0,258.0,260.0,11.0,0.01184301125,0.000504934588,0.0005043789261,0.01182997845,10854.0,10955.0,21809.0,1881 Census,0.0,"replace kazcode=""6-1-2"" if kaza==""Ayaş Kaza""",246.0,0,Ankara,Ankara,Ayas Kaza,3
Bâlâ Kaza,6-1-3,Ankara Sanjak,6-1,Ankara Vilayet,6.0,11316.0,11556.0,,,,,,,,,,,,,,,,,,,,,22872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11316.0,11556.0,22872.0,1881 Census,0.0,"replace kazcode=""6-1-3"" if kaza==""Bâlâ Kaza""",256.0,0,Ankara,Ankara,Bala Kaza,3
Beypazarı Kaza,6-1-4,Ankara Sanjak,6-1,Ankara Vilayet,6.0,8327.0,7924.0,,,,,,,,,,,,,,,,,,,,,16251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8237.0,7924.0,16251.0,1881 Census,0.0,"replace kazcode=""6-1-4"" if kaza==""Beypazarı Kaza""",249.0,0,Ankara,Ankara,Beypazari Kaza,3
Çubuk Kaza,6-1-5,Ankara Sanjak,6-1,Ankara Vilayet,6.0,9236.0,8518.0,,,,,,,,,,,,,,,,,,,,,17754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9236.0,8518.0,17754.0,1881 Census,0.0,"replace kazcode=""6-1-5"" if kaza==""Çubuk Kaza""",247.0,0,Ankara,Ankara,Cubuk Kaza,3
Haymana Kaza,6-1-6,Ankara Sanjak,6-1,Ankara Vilayet,6.0,11945.0,13383.0,11.0,12.0,2.0,3.0,,,,,,,,,,,,,,,,,25328.0,28.0,28.0,5.0,0.001105495894,0.000197409981,0.0001971919861,0.001104275122,11958.0,13398.0,25356.0,1881 Census,0.0,"replace kazcode=""6-1-6"" if kaza==""Haymana Kaza""",255.0,0,Ankara,Ankara,Haymana Kaza,3
Kalecik Kaza,6-1-7,Ankara Sanjak,6-1,Ankara Vilayet,6.0,17226.0,17550.0,,,227.0,252.0,,,,,,,,,,,,,,,,,34776.0,479.0,479.0,479.0,0.01377386703,0.01377386703,0.01358556923,0.01358556923,317453.0,17805.0,35258.0,1881 Census,0.0,"replace kazcode=""6-1-7"" if kaza==""Kalecik Kaza""",229.0,0,Ankara,Ankara,Kalecik Kaza,3
Kuyucak Kaza,6-1-8,Ankara Sanjak,6-1,Ankara Vilayet,6.0,9340.0,9189.0,,,,,,,,,,,,,,,,,,,,,18529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9340.0,9189.0,18529.0,1881 Census,0.0,"replace kazcode=""6-1-8"" if kaza==""Kuyucak Kaza""",253.0,0,Ankara,Ankara,Mihaliccik Kaza,3
Nallihan Kaza,6-1-9,Ankara Sanjak,6-1,Ankara Vilayet,6.0,7516.0,7354.0,,,403.0,424.0,,,,,,,,,,,,,,,,,14870.0,827.0,827.0,827.0,0.05561533289,0.05561533289,0.05268522648,0.05268522648,7919.0,7778.0,15697.0,1881 Census,0.0,"replace kazcode=""6-1-9"" if kaza==""Nallihan Kaza""",252.0,0,Ankara,Ankara,Nallihan Kaza,3
Develi Kaza,6-2-1,Kayseri Sanjak,6-2,Ankara Vilayet,6.0,10746.0,11032.0,886.0,935.0,5241.0,5605.0,,,,,,,120.0,118.0,,,,,,,,,21778.0,12905.0,12905.0,10846.0,0.592570484,0.4980255304,0.3127180463,0.3720843064,16993.0,17690.0,34683.0,1881 Census,0.0,"replace kazcode=""6-2-1"" if kaza==""Develi Kaza""",267.0,0,Ankara,Kayseri,Develi,3
İncesu Kaza,6-2-2,Kayseri Sanjak,6-2,Ankara Vilayet,6.0,6575.0,6841.0,2356.0,2312.0,,23.0,,,,,,,,,,,,,,,,,13416.0,4691.0,4691.0,23.0,0.3496571258,0.0017143709,0.001270226984,0.2590710775,8931.0,9176.0,18107.0,1881 Census,0.0,"replace kazcode=""6-2-2"" if kaza==""İncesu Kaza""",266.0,0,Ankara,Kayseri,Incesu Kaza,3
Kayseri Central Kaza,6-2-3,Kayseri Sanjak,6-2,Ankara Vilayet,6.0,42140.0,43023.0,9196.0,9210.0,12178.0,12772.0,,,380.0,335.0,,,664.0,651.0,,,,,,,,,85163.0,45386.0,45386.0,24950.0,0.5329309677,0.2929676033,0.1911159794,0.3476549035,64558.0,65991.0,130549.0,1881 Census,1.0,"replace kazcode=""6-2-3"" if kaza==""Kayseri Central Kaza""",265.0,0,Ankara,Kayseri,KayseriMerkez Kaza,3
Boğazlıyan Kaza,6-3-1,Yozgat Sanjak,6-3,Ankara Vilayet,6.0,16091.0,17359.0,218.0,270.0,4076.0,4770.0,,,,,,,18.0,25.0,,,,,,,,,33450.0,9377.0,9377.0,8846.0,0.280328849,0.2644544096,0.2065519415,0.218950662,20403.0,22424.0,42827.0,1881 Census,0.0,"replace kazcode=""6-3-1"" if kaza==""Boğazlıyan Kaza""",264.0,0,Ankara,Yozgat,Bogazliyan Kaza,3
Çorum Kaza,6-3-2,Yozgat Sanjak,6-3,Ankara Vilayet,6.0,23830.0,24551.0,45.0,101.0,200.0,297.0,,,,,,,16.0,17.0,,,,,,,,,48381.0,676.0,676.0,497.0,0.01397242719,0.01027262768,0.01013107202,0.0137798887,24091.0,24966.0,49057.0,1881 Census,0.0,"replace kazcode=""6-3-2"" if kaza==""Çorum Kaza""",261.0,0,Ankara,Yozgat,Corum Kaza,3
Maden (Akdağmadeni) Kaza,6-3-3,Yozgat Sanjak,6-3,Ankara Vilayet,6.0,13713.0,13971.0,2677.0,2677.0,767.0,925.0,,,,,,,,,,,,,,,,,27684.0,7046.0,7046.0,1692.0,0.2545152435,0.0611183355,0.04912321449,0.2045639299,17157.0,17287.0,34444.0,1881 Census,0.0,"replace kazcode=""6-3-3"" if kaza==""Maden (Akdağmadeni) Kaza""",263.0,0,Ankara,Yozgat,Maden Kaza,3
Sungurlu Kaza,6-3-4,Yozgat Sanjak,6-3,Ankara Vilayet,6.0,30156.0,33789.0,333.0,357.0,1367.0,1476.0,,,,,,,66.0,63.0,,,,,,,,,63945.0,3662.0,3662.0,2843.0,0.05726796466,0.04446008288,0.04205185854,0.05416598873,31922.0,35685.0,67607.0,1881 Census,0.0,"replace kazcode=""6-3-4"" if kaza==""Sungurlu Kaza""",11.0,0,Ankara,Yozgat,Sungurlu Kaza,3
Yozgat Central Kaza,6-3-5,Yozgat Sanjak,6-3,Ankara Vilayet,6.0,22239.0,22878.0,564.0,592.0,4134.0,4325.0,,,,,,,111.0,96.0,,,,,,,,,45117.0,9822.0,9822.0,8459.0,0.217700645,0.187490303,0.1539707676,0.1787801016,27048.0,27891.0,54939.0,1881 Census,1.0,"replace kazcode=""6-3-5"" if kaza==""Yozgat Central Kaza""",262.0,0,Ankara,Yozgat,YozgatMerkez Kaza,3
Avanos Kaza,6-4-1,Kirşehir Sanjak,6-4,Ankara Vilayet,6.0,8357.0,9613.0,,,241.0,151.0,,,,,,,,,,,,,,,,,17970.0,392.0,392.0,392.0,0.02181413467,0.02181413467,0.02134843699,0.02134843699,8598.0,9764.0,18362.0,1881 Census,0.0,"replace kazcode=""6-4-1"" if kaza==""Avanos Kaza""",260.0,0,Ankara,Kirsehir,Avanos Kaza,3
Ciçekdağo (Mecidiye) Kaza,6-4-2,Kirşehir Sanjak,6-4,Ankara Vilayet,6.0,5055.0,5745.0,,,,,,,,,,,,,,,,,,,,,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5055.0,5745.0,10800.0,1881 Census,0.0,"replace kazcode=""6-4-2"" if kaza==""Ciçekdağo (Mecidiye) Kaza""",258.0,0,Ankara,Kirsehir,Mecidiye Kaza,3
Keskin,6-4-3,Kirşehir Sanjak,6-4,Ankara Vilayet,6.0,19465.0,20014.0,362.0,410.0,161.0,161.0,,,,,,,14.0,12.0,,,,,,,,,39479.0,1120.0,1120.0,322.0,0.02836951291,0.00815623496,0.007931229833,0.02758688638,20002.0,20597.0,40599.0,1881 Census,0.0,"replace kazcode=""6-4-3"" if kaza==""Keskin""",257.0,0,Ankara,Kirsehir,Keskin Kaza,3
Kirşehir Central Kaza,6-4-4,Kirşehir Sanjak,6-4,Ankara Vilayet,6.0,25692.0,27907.0,15.0,23.0,318.0,390.0,,,,,,,,,,,,,,,,,53599.0,746.0,746.0,708.0,0.01391817012,0.01320920166,0.01302787745,0.01372711381,26025.0,28320.0,54345.0,1881 Census,1.0,"replace kazcode=""6-4-4"" if kaza==""Kirşehir Central Kaza""",259.0,0,Ankara,Kirsehir,KirsehirMerkez Kaza,3
Akçaabat Kaza,61-1-1,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,19062.0,19742.0,1838.0,1997.0,1367.0,1591.0,,,,,,,,,,,,,,,,,38804.0,6793.0,6793.0,2958.0,0.1750592722,0.07622925472,0.06487268899,0.1489790995,22267.0,23330.0,45597.0,1881 Census,0.0,"replace kazcode=""61-1-1"" if kaza==""Akçaabat Kaza""",223.0,0,Trabzon,Trabzon,Akcaabat Kaza,3
Giresun Kaza,61-1-2,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,27877.0,28907.0,5118.0,6251.0,610.0,629.0,,,,,,,,,,,,,,,,,56784.0,12608.0,12608.0,1239.0,0.2220343759,0.02181952663,0.01785508416,0.1816924141,33605.0,35787.0,69392.0,1881 Census,0.0,"replace kazcode=""61-1-2"" if kaza==""Giresun Kaza""",227.0,0,Trabzon,Trabzon,Giresun Kaza,3
Görele Kaza,61-1-3,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,14584.0,14889.0,331.0,377.0,99.0,82.0,,,,,,,,,,,,,,,,,29473.0,889.0,889.0,181.0,0.03016320022,0.006141213992,0.005961399117,0.02928002108,15014.0,15348.0,30362.0,1881 Census,0.0,"replace kazcode=""61-1-3"" if kaza==""Görele Kaza""",225.0,0,Trabzon,Trabzon,Gorele Kaza,3
Of Kaza,61-1-4,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,30163.0,29697.0,351.0,446.0,,,,,,,,,,,,,,,,,,,59860.0,797.0,797.0,0.0,0.01331440027,0.0,0.0,0.01313945629,30514.0,30143.0,60657.0,1881 Census,0.0,"replace kazcode=""61-1-4"" if kaza==""Of Kaza""",220.0,0,Trabzon,Trabzon,Of Kaza,3
Ordu Kaza,61-1-5,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,39596.0,40175.0,4702.0,5696.0,3586.0,3966.0,,,,,,,146.0,142.0,,,,,,,,,79771.0,18238.0,18238.0,7552.0,0.2286294518,0.09467099573,0.07705414809,0.1860849514,48030.0,49979.0,98009.0,1881 Census,0.0,"replace kazcode=""61-1-5"" if kaza==""Ordu Kaza""",228.0,0,Trabzon,Trabzon,Ordu Kaza,3
Sürmene Kaza,61-1-6,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,15003.0,20926.0,2339.0,2624.0,71.0,107.0,,,,,,,,,,,,,,,,,35929.0,5141.0,5141.0,178.0,0.1430877564,0.004954215258,0.004334063794,0.1251765279,17413.0,23657.0,41070.0,1881 Census,0.0,"replace kazcode=""61-1-6"" if kaza==""Sürmene Kaza""",221.0,0,Trabzon,Trabzon,Surmene Kaza,3
Tirebolu Kaza,61-1-7,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,16622.0,17607.0,2659.0,3213.0,232.0,281.0,,,,,,,,,,,,,,,,,34229.0,6385.0,6385.0,513.0,0.1865377312,0.01498729148,0.01263111242,0.1572117989,19513.0,21101.0,40614.0,1881 Census,0.0,"replace kazcode=""61-1-7"" if kaza==""Tirebolu Kaza""",226.0,0,Trabzon,Trabzon,Tirebolu Kaza,3
Trabzon Central Kaza,61-1-8,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,37091.0,42038.0,13027.0,14561.0,4440.0,5106.0,,,588.0,621.0,,,41.0,51.0,,,,,,,,,79129.0,38435.0,38435.0,9546.0,0.4857258401,0.1206384511,0.08119832602,0.3269283114,55187.0,62377.0,117564.0,1881 Census,1.0,"replace kazcode=""61-1-8"" if kaza==""Trabzon Central Kaza""",222.0,0,Trabzon,Trabzon,TrabzonMerkez Kaza,3
Vakfıkebir Kaza,61-1-9,Trabzon Sanjak,61-1,Trabzon Vilayet,61.0,9080.0,9305.0,,,29.0,27.0,,,,,,,,,,,,,,,,,18385.0,56.0,56.0,56.0,0.003045961382,0.003045961382,0.003036711675,0.003036711675,9109.0,9332.0,18441.0,1881 Census,0.0,"replace kazcode=""61-1-9"" if kaza==""Vakfıkebir Kaza""",224.0,0,Trabzon,Trabzon,Vakfikebir Kaza,3
Bafra Kaza,61-2-1,Canik Sanjak (Samsun),61-2,Trabzon Vilayet,61.0,19200.0,19736.0,11068.0,11766.0,466.0,546.0,,,,,,,,,,,,,,,2.0,7.0,38936.0,23846.0,23846.0,1012.0,0.6124409287,0.02599137045,0.003449075021,0.08127138631,140742.0,152670.0,293412.0,1881 Census,0.0,"replace kazcode=""61-2-1"" if kaza==""Bafra Kaza""",236.0,0,Trabzon,Samsun,Bafra,3
Canik Central Kaza,61-2-2,Canik Sanjak (Samsun),61-2,Trabzon Vilayet,61.0,15502.0,17917.0,15297.0,17628.0,454.0,709.0,,,41.0,23.0,,5.0,25.0,23.0,,,,,,,,,33419.0,34200.0,34205.0,1163.0,1.023369939,0.03480056255,0.01909593944,0.5615486922,29044.0,31859.0,60903.0,1881 Census,1.0,"replace kazcode=""61-2-2"" if kaza==""Canik Central Kaza""",235.0,0,Trabzon,Samsun,SamsunMerkez,3
Çarşamba Kaza,61-2-3,Canik Sanjak (Samsun),61-2,Trabzon Vilayet,61.0,22684.0,24913.0,1497.0,1617.0,4670.0,5105.0,,,,,,,193.0,224.0,,,,,,,,,47597.0,13306.0,13306.0,9775.0,0.2795554342,0.2053700863,0.1930368498,0.2627670919,24791.0,25847.0,50638.0,1881 Census,0.0,"replace kazcode=""61-2-3"" if kaza==""Çarşamba Kaza""",234.0,0,Trabzon,Samsun,Carsamba Kaza,3
Fatsa Kaza,61-2-4,Canik Sanjak (Samsun),61-2,Trabzon Vilayet,61.0,13739.0,14156.0,706.0,946.0,354.0,448.0,,,,,,,,,,,,,,,,,27895.0,2454.0,2454.0,802.0,0.08797275497,0.02875067216,0.03799687308,0.1162647463,10053.0,11054.0,21107.0,1881 Census,0.0,"replace kazcode=""61-2-4"" if kaza==""Fatsa Kaza""",231.0,0,Trabzon,Samsun,Fatsa Kaza,3
Terme Kaza,61-2-5,Canik Sanjak (Samsun),61-2,Trabzon Vilayet,61.0,9085.0,9953.0,205.0,223.0,763.0,878.0,,,,,,,,,,,,,,,,,19038.0,2069.0,2069.0,1641.0,0.1086773821,0.08619602899,0.02613806505,0.03295530566,30734.0,32048.0,62782.0,1881 Census,0.0,"replace kazcode=""61-2-5"" if kaza==""Terme Kaza""",233.0,0,Trabzon,Samsun,Terme Kaza,3
Ünya Kaza,61-2-6,Canik Sanjak (Samsun),61-2,Trabzon Vilayet,61.0,21348.0,21960.0,1781.0,1914.0,1662.0,1973.0,,,,,,,,,,,,,,,2.0,7.0,43308.0,7330.0,7330.0,3635.0,0.1692527939,0.08393368431,0.1197377956,0.2414520061,14801.0,15557.0,30358.0,1881 Census,0.0,"replace kazcode=""61-2-6"" if kaza==""Ünya Kaza""",232.0,0,Trabzon,Samsun,Unye Kaza,3
Hopa Kaza,61-3-1,Lâzistan Sanjak,61-3,Trabzon Vilayet,61.0,15046.0,14305.0,,52.0,2.0,5.0,,,,,,,,,,,,,,,,,29351.0,59.0,59.0,7.0,0.002010152976,0.000238492726,0.0002380142809,0.002006120367,15048.0,14362.0,29410.0,1881 Census,,"replace kazcode=""61-3-1"" if kaza==""Hopa Kaza""",4.0,0,Trabzon,Lazistan,Hopa Kaza,3
Pazar(atina) Kaza,61-3-2,Lâzistan Sanjak,61-3,Trabzon Vilayet,61.0,17246.0,16192.0,,,20.0,22.0,,,,,,,,,,,,,,,,,33438.0,42.0,42.0,42.0,0.001256055984,0.001256055984,0.001254480287,0.001254480287,17266.0,16214.0,33480.0,1881 Census,,"replace kazcode=""61-3-2"" if kaza==""Pazar(atina) Kaza""",218.0,0,Trabzon,Lazistan,Atina Kaza,3
Rize Kaza,61-3-3,Lâzistan Sanjak,61-3,Trabzon Vilayet,61.0,31595.0,41154.0,308.0,333.0,,,,,,,,,,,,,,,,,,,72749.0,641.0,641.0,0.0,0.008811117679,0.0,0.0,0.008734159967,31903.0,41487.0,73390.0,1881 Census,,"replace kazcode=""61-3-3"" if kaza==""Rize Kaza""",219.0,0,Trabzon,Lazistan,Rize Kaza,3
Gümüşhane Central Kaza,61-4-1,Gümüşhane Sanjak,61-4,Trabzon Vilayet,61.0,10200.0,11756.0,2666.0,2793.0,514.0,638.0,,,,,,,,,,,,,,,,,21956.0,6611.0,6611.0,1152.0,0.3011022044,0.05246857351,0.04032625057,0.2314208702,13880.0,15187.0,28567.0,1881 Census,1.0,"replace kazcode=""61-4-1"" if kaza==""Gümüşhane Central Kaza""",215.0,0,Trabzon,Gumushane,Gumushane Kaza,3
Kelkit Kaza,61-4-2,Gümüşhane Sanjak,61-4,Trabzon Vilayet,61.0,11059.0,12191.0,163.0,141.0,58.0,55.0,,,,,,,,,,,,,,,,,23250.0,417.0,417.0,113.0,0.01793548387,0.004860215054,0.00477458064,0.01761947015,11280.0,12387.0,23667.0,1881 Census,0.0,"replace kazcode=""61-4-2"" if kaza==""Kelkit Kaza""",217.0,0,Trabzon,Gumushane,Kelkit Kaza,3
Şiran Kaza,61-4-3,Gümüşhane Sanjak,61-4,Trabzon Vilayet,61.0,7115.0,7406.0,834.0,892.0,100.0,121.0,,,,,,,,,,,,,,,,,14521.0,1947.0,1947.0,221.0,0.1340816748,0.01521933751,0.01341996599,0.1182292932,8049.0,8419.0,16468.0,1881 Census,0.0,"replace kazcode=""61-4-3"" if kaza==""Şiran Kaza""",3.0,0,Trabzon,Gumushane,Siran Kaza,3
Torul Kaza,61-4-4,Gümüşhane Sanjak,61-4,Trabzon Vilayet,61.0,9001.0,10457.0,8000.0,8679.0,,,,,,,,,,,,,,,,,,,19458.0,16679.0,16679.0,0.0,0.8571795662,0.0,0.0,0.4615491048,17001.0,19136.0,36137.0,1881 Census,0.0,"replace kazcode=""61-4-4"" if kaza==""Torul Kaza""",216.0,0,Trabzon,Gumushane,Torul Kaza,3
Adilcevaz Kaza,65-1-1,Van Sanjak,65-1,Van Vilayet,65.0,2963.0,3266.0,,,1661.0,2379.0,,,,,,,,,,,,,,,,,6229.0,4040.0,4040.0,4040.0,0.6485792262,0.6485792262,0.3934170805,0.3934170805,4624.0,5645.0,10269.0,1881 Census,0.0,"replace kazcode=""65-1-1"" if kaza==""Adilcevaz Kaza""",197.0,0,Van,Van,Adilcevaz Kaza,3
Çatak (Şitak) Kaza,65-1-2,Van Sanjak,65-1,Van Vilayet,65.0,2188.0,2664.0,,,1715.0,2078.0,,,,,,,,,,,,,,,,,4852.0,3793.0,3793.0,3793.0,0.7817394889,0.7817394889,0.438750723,0.438750723,3903.0,4742.0,8645.0,1881 Census,0.0,"replace kazcode=""65-1-2"" if kaza==""Çatak (Şitak) Kaza""",176.0,0,Van,Van,Catak Kaza,3
Erciş Kaza,65-1-3,Van Sanjak,65-1,Van Vilayet,65.0,3836.0,3899.0,,,1418.0,2293.0,,,,,,,,,,,,,,,,,7735.0,3711.0,3711.0,3711.0,0.4797672915,0.4797672915,0.3242180674,0.3242180674,5254.0,6192.0,11446.0,1881 Census,0.0,"replace kazcode=""65-1-3"" if kaza==""Erciş Kaza""",196.0,0,Van,Van,Ercis Kaza,3
Gevaş Kaza,65-1-4,Van Sanjak,65-1,Van Vilayet,65.0,1864.0,2564.0,,,2023.0,2779.0,,,,,,,,,,,,,,,,,4428.0,4802.0,4802.0,4802.0,1.084462511,1.084462511,0.5202600217,0.5202600217,3887.0,5343.0,9230.0,1881 Census,0.0,"replace kazcode=""65-1-4"" if kaza==""Gevaş Kaza""",177.0,0,Van,Van,Gevas Kaza,3
Kariçkan Kaza,65-1-5,Van Sanjak,65-1,Van Vilayet,65.0,2618.0,3575.0,,,1748.0,2618.0,,,,,,,,,,,,,,,,,6193.0,4366.0,4366.0,4366.0,0.7049895043,0.7049895043,0.4134861256,0.4134861256,4366.0,6193.0,10559.0,1881 Census,0.0,"replace kazcode=""65-1-5"" if kaza==""Kariçkan Kaza""",178.0,0,Van,Van,Karickan Kaza,3
Mekri Kaza,65-1-6,Van Sanjak,65-1,Van Vilayet,65.0,1576.0,1972.0,,,2152.0,2082.0,,,,,,,,,,,,,,,,,3548.0,4234.0,4234.0,4234.0,1.193348365,1.193348365,0.544076073,0.544076073,3728.0,4054.0,7782.0,1881 Census,0.0,"replace kazcode=""65-1-6"" if kaza==""Mekri Kaza""",23.0,0,Van,Van,Mekri Kaza,3
Muradiye (Bargiri) Kaza,65-1-7,Van Sanjak,65-1,Van Vilayet,65.0,1805.0,1696.0,,,619.0,764.0,,,,,,,,,,,,,,,,,3501.0,1383.0,1383.0,1383.0,0.3950299914,0.3950299914,0.2831695332,0.2831695332,2424.0,2460.0,4884.0,1881 Census,0.0,"replace kazcode=""65-1-7"" if kaza==""Muradiye (Bargiri) Kaza""",179.0,0,Van,Van,Bargiri Kaza,3
Van Central Kaza,65-1-8,Van Sanjak,65-1,Van Vilayet,65.0,8324.0,9772.0,,,14052.0,19001.0,,,,,,,,,,,,,,,,,18096.0,33053.0,33053.0,33053.0,1.826536251,1.826536251,0.6462100921,0.6462100921,22376.0,28743.0,51149.0,1881 Census,1.0,"replace kazcode=""65-1-8"" if kaza==""Van Central Kaza""",24.0,0,Van,Van,VanMerkez Kaza,3
Albak Kaza,65-2-1,Hakkâri Sanjak,65-2,Van Vilayet,65.0,9342.0,12429.0,,,,,,,,,,,,,,,,,,,,,21771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,21771.0,Salname,,"replace kazcode=""65-2-1"" if kaza==""Albak Kaza""",25.0,0,Van,Hakkari,Albak Kaza,3
Beytussebap,65-2-2,Hakkâri Sanjak,65-2,Van Vilayet,65.0,11565.0,16963.0,,,3552.0,5585.0,,,,,,,,,,,,,,,,,28528.0,9137.0,9137.0,9137.0,0.3202818284,0.3202818284,0.2425859551,0.2425859551,,,37665.0,Salname,,"replace kazcode=""65-2-2"" if kaza==""Beytussebap""",30.0,0,Van,Hakkari,Beytussebap Kaza,3
Çölemerik,65-2-3,Hakkâri Sanjak,65-2,Van Vilayet,65.0,7000.0,8902.0,,,,,,,,,,,,,,,,,,,,,15902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,15902.0,Salname,,"replace kazcode=""65-2-3"" if kaza==""Çölemerik""",26.0,0,Van,Hakkari,Colemerik Kaza,3
Gevar Kaza,65-2-4,Hakkâri Sanjak,65-2,Van Vilayet,65.0,7488.0,9188.0,,,2232.0,3960.0,,,,,,,,,,,,,,,,,16676.0,6192.0,6192.0,6192.0,0.3713120652,0.3713120652,0.2707713836,0.2707713836,,,22868.0,Salname,,"replace kazcode=""65-2-4"" if kaza==""Gevar Kaza""",28.0,0,Van,Hakkari,Gevar Kaza,3
Hamidiye (Van) Kaza,65-2-5,Hakkâri Sanjak,65-2,Van Vilayet,65.0,2930.0,4220.0,,,670.0,566.0,,,,,,,,,,,,,,,,,7150.0,1236.0,1236.0,1236.0,0.1728671329,0.1728671329,0.1473885047,0.1473885047,,,8386.0,Salname,,"replace kazcode=""65-2-5"" if kaza==""Hamidiye (Van) Kaza""",27.0,0,Van,Hakkari,Hamidiye (Van) Kaza,3
Semdinyan,65-2-6,Hakkâri Sanjak,65-2,Van Vilayet,65.0,6328.0,8219.0,,,996.0,1037.0,,,,,,,,,,,,,,,,,14547.0,2033.0,2033.0,2033.0,0.1397539011,0.1397539011,0.1226176116,0.1226176116,,,16580.0,Salname,,"replace kazcode=""65-2-6"" if kaza==""Semdinyan""",29.0,0,Van,Hakkari,Semdinyan Kaza,3
Bayındır Kaza,9-1-1,Izmir Sanjak,9-1,Aydin Vilayet,9.0,8840.0,9052.0,1439.0,1690.0,87.0,90.0,,1.0,,,18.0,13.0,14.0,11.0,,,,,,,,,17892.0,3332.0,3363.0,177.0,0.186228482,0.00989268947,0.008327452364,0.1567631146,10398.0,10857.0,21255.0,1881 Census,0.0,"replace kazcode=""9-1-1"" if kaza==""Bayındır Kaza""",158.0,0,Aydin,Izmir,Bayindir Kaza,3
Tire Kaza,9-1-10,Izmir Sanjak,9-1,Aydin Vilayet,9.0,15183.0,15118.0,1075.0,1190.0,5.0,7.0,19.0,31.0,,,514.0,515.0,,,,,,,,,,,30301.0,2327.0,3356.0,12.0,0.07679614534,0.0003960265338,0.0003565380159,0.06913866358,16796.0,16861.0,33657.0,1881 Census,0.0,"replace kazcode=""9-1-10"" if kaza==""Tire Kaza""",157.0,0,Aydin,Izmir,Tire Kaza,3
Urla Kaza,9-1-11,Izmir Sanjak,9-1,Aydin Vilayet,9.0,3973.0,4143.0,5919.0,6135.0,7.0,9.0,,,,,143.0,140.0,,,,,,,,,,,8116.0,12070.0,12353.0,16.0,1.487185806,0.00197141449,0.0007817080321,0.5897009967,10427.0,10041.0,20468.0,1881 Census,0.0,"replace kazcode=""9-1-11"" if kaza==""Urla Kaza""",75.0,0,Aydin,Izmir,Urla Kaza,3
Bergama Kaza,9-1-2,Izmir Sanjak,9-1,Aydin Vilayet,9.0,25574.0,28230.0,4676.0,5574.0,399.0,410.0,116.0,142.0,,,252.0,243.0,,,,,,,,,24.0,52.0,53804.0,11317.0,11812.0,809.0,0.2103375214,0.0150360568,0.01231504597,0.1722736406,31041.0,34651.0,65692.0,1881 Census,0.0,"replace kazcode=""9-1-2"" if kaza==""Bergama Kaza""",162.0,0,Aydin,Izmir,Bergama Kaza,3
Çeşme Kaza,9-1-3,Izmir Sanjak,9-1,Aydin Vilayet,9.0,1770.0,1907.0,12981.0,13845.0,,,,,,,54.0,69.0,,,,,,,,,33.0,43.0,3677.0,26826.0,26949.0,0.0,7.295621431,0.0,0.0,0.8737541528,14838.0,15864.0,30702.0,1881 Census,0.0,"replace kazcode=""9-1-3"" if kaza==""Çeşme Kaza""",76.0,0,Aydin,Izmir,Cesme Kaza,3
