NameofKaza,kazcode,NameofSanjak,sancode,NameofVilayet,vilcode,Muslims_Female,Muslims_Male,Greeks_Female,Greeks_Male,Armenians_Female,Armenians_Male,Bulgarians_Female,Bulgarians_Male,Catholics_Female,Catholics_Male,Jews_Female,Jews_Male,Protestants_Female,Protestants_Male,Latins_Female,Latins_Male,Monophysites_Female,Monophysites_Male,NonMuslimGypsies_Female,NonMuslimGypsies_Male,ForeignCitizens_Female,ForeignCitizens_Male,Total_Muslim,Total_Christian,Total_NonMuslim,Total_Armenian,Christian_Muslim_Ratio,Armenian_Muslim_Ratio,ArmenianShare,ChristianShare,Total_Female,Total_Male,GrandTotal,Source,CentralKazaDummy,AP,FID,Id,Vilayet,Sanjak,kaza,_merge
Kemah Kaza,25-3-2,Erzincan Sanjak,25-3,Erzurum Vilayet,25.0,6468.0,7393.0,281.0,299.0,1483.0,1671.0,,,,,,,80.0,66.0,,,,,,,,,13861.0,3880.0,3880.0,3154.0,0.2799220835,0.2275449102,0.1774701778,0.2183209543,8312.0,9459.0,17772.0,1881 Census,0.0,"replace kazcode=""25-3-2"" if kaza==""Kemah Kaza""",213.0,0,Erzurum,Erzincan,Kemah,3
Kuruçay (İliç) Kaza,25-3-3,Erzincan Sanjak,25-3,Erzurum Vilayet,25.0,4874.0,5045.0,,,1231.0,1186.0,,,,,,,,,,,,,,,,,9919.0,2417.0,2417.0,2417.0,0.2436737574,0.2436737574,0.1959306096,0.1959306096,6105.0,6231.0,12336.0,1881 Census,0.0,"replace kazcode=""25-3-3"" if kaza==""Kuruçay (İliç) Kaza""",214.0,0,Erzurum,Erzincan,Kurucay Kaza,3
Pülümür (Kuzican) Kaza,25-3-4,Erzincan Sanjak,25-3,Erzurum Vilayet,25.0,,6705.0,,,,1191.0,,,,,,,,,,,,,,,,,6705.0,1191.0,1191.0,1191.0,0.1776286353,0.1776286353,0.1508358663,0.1508358663,,,7896.0,1871 Erzurum Salname (only males),0.0,"replace kazcode=""25-3-4"" if kaza==""Pülümür (Kuzican) Kaza""",1.0,0,Erzurum,Erzincan,Pulumur Kaza,3
Refahiye Kaza,25-3-5,Erzincan Sanjak,25-3,Erzurum Vilayet,25.0,10009.0,10631.0,557.0,544.0,376.0,393.0,,,,,,,,,,,,,,,,,20640.0,1870.0,1870.0,769.0,0.09060077519,0.03725775194,0.0341625944,0.08307418925,10942.0,11568.0,22510.0,1881 Census,0.0,"replace kazcode=""25-3-5"" if kaza==""Refahiye Kaza""",212.0,0,Erzurum,Erzincan,Refahiye Kaza,3
Antakya Kaza,27-1-1,Halep Sanjak,27-1,Halep Vilayet,27.0,26844.0,28802.0,1765.0,1751.0,1039.0,1040.0,,,,,108.0,113.0,156.0,127.0,,,,,,,60.0,77.0,55646.0,5878.0,6099.0,2079.0,0.1056320311,0.03736117601,0.03367074257,0.09519799174,,,61745.0,1310 Salname,0.0,"replace kazcode=""27-1-1"" if kaza==""Antakya Kaza""",58.0,0,Halep,Halep,Antakya Kaza,3
Iskenderun Kaza,27-1-10,Halep Sanjak,27-1,Halep Vilayet,27.0,4684.0,5303.0,454.0,546.0,201.0,214.0,,,39.0,48.0,7.0,6.0,,,,,,,,,265.0,802.0,9987.0,1502.0,1515.0,415.0,0.1503955142,0.04155402023,0.03608068162,0.130585985,,,11502.0,1310 Salname,0.0,"replace kazcode=""27-1-10"" if kaza==""Iskenderun Kaza""",60.0,0,Halep,Halep,Iskenderun Kaza,3
Kilis Kaza,27-1-11,Halep Sanjak,27-1,Halep Vilayet,27.0,32356.0,32450.0,121.0,180.0,1221.0,1323.0,,,179.0,168.0,261.0,281.0,156.0,177.0,,,,,,,1670.0,1887.0,64806.0,3525.0,4067.0,2544.0,0.05439311175,0.03925562448,0.03693755173,0.05118115953,,,68873.0,1310 Salname,0.0,"replace kazcode=""27-1-11"" if kaza==""Kilis Kaza""",62.0,0,Halep,Halep,Kilis Kaza,3
Mare Kaza,27-1-12,Halep Sanjak,27-1,Halep Vilayet,27.0,7242.0,7599.0,23.0,22.0,,,,,,,,,,,,,,,,,107.0,126.0,14841.0,45.0,45.0,0.0,0.003032140691,0.0,0.0,0.003022974607,,,14886.0,1310 Salname,0.0,"replace kazcode=""27-1-12"" if kaza==""Mare Kaza""",53.0,0,Halep,Halep,Maara Kaza,3
Münbiç Kaza,27-1-13,Halep Sanjak,27-1,Halep Vilayet,27.0,3829.0,2607.0,,,,,,,,,,,,,,,,,,,19.0,31.0,6436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6436.0,1310 Salname,0.0,"replace kazcode=""27-1-13"" if kaza==""Münbiç Kaza""",55.0,0,Halep,Halep,Munbic Kaza,3
Rakka Kaza,27-1-14,Halep Sanjak,27-1,Halep Vilayet,27.0,2906.0,2214.0,,,,,,,,,,,,,,,,,,,,,5120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5120.0,1310 Salname,0.0,"replace kazcode=""27-1-14"" if kaza==""Rakka Kaza""",54.0,0,Halep,Halep,Rakka Kaza,3
Antep Kaza,27-1-2,Halep Sanjak,27-1,Halep Vilayet,27.0,31767.0,33689.0,,,5265.0,6049.0,,,147.0,162.0,350.0,364.0,1606.0,1713.0,,,,,,,24.0,164.0,65456.0,14942.0,15656.0,11314.0,0.2282754828,0.1728489367,0.1394861426,0.1842144196,,,81112.0,1310 Salname,0.0,"replace kazcode=""27-1-2"" if kaza==""Antep Kaza""",64.0,0,Halep,Halep,Antep Kaza,3
Bâb Kaza,27-1-3,Halep Sanjak,27-1,Halep Vilayet,27.0,12664.0,10110.0,,,,,,,,,25.0,25.0,,,,,,,,,84.0,163.0,22774.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,,22824.0,1310 Salname,0.0,"replace kazcode=""27-1-3"" if kaza==""Bâb Kaza""",52.0,0,Halep,Halep,Bab Kaza,3
Belen Kaza,27-1-4,Halep Sanjak,27-1,Halep Vilayet,27.0,3440.0,3562.0,,,594.0,624.0,,,,,,,60.0,40.0,,,,,,,75.0,123.0,7002.0,1318.0,1318.0,1218.0,0.1882319337,0.1739502999,0.1463942308,0.1584134615,,,8320.0,1310 Salname,0.0,"replace kazcode=""27-1-4"" if kaza==""Belen Kaza""",2.0,0,Halep,Halep,Belen Kaza,3
Cebel-i Sem'ân Kaza,27-1-5,Halep Sanjak,27-1,Halep Vilayet,27.0,13925.0,11179.0,,,,,,,,,,,,,,,,,,,,,25104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,25104.0,1310 Salname,0.0,"replace kazcode=""27-1-5"" if kaza==""Cebel-i Sem'ân Kaza""",63.0,0,Halep,Halep,CebeliSeman Kaza,3
Cisr-i Şuğûr Kaza,27-1-6,Halep Sanjak,27-1,Halep Vilayet,27.0,10283.0,11475.0,386.0,488.0,751.0,811.0,,,114.0,91.0,,,250.0,270.0,80.0,83.0,,,,,46.0,59.0,21758.0,3324.0,3324.0,1562.0,0.1527713944,0.07178968655,0.06227573559,0.132525317,,,25082.0,1310 Salname,0.0,"replace kazcode=""27-1-6"" if kaza==""Cisr-i Şuğûr Kaza""",56.0,0,Halep,Halep,CisriSugur Kaza,3
Halep Kaza,27-1-7,Halep Sanjak,27-1,Halep Vilayet,27.0,37837.0,35829.0,460.0,533.0,902.0,764.0,,,7071.0,7175.0,3962.0,3906.0,27.0,38.0,195.0,149.0,1293.0,1423.0,,,530.0,1513.0,73666.0,20030.0,27898.0,1666.0,0.2719029131,0.02261558928,0.01640345004,0.1972155488,,,101564.0,1310 Salname,1.0,"replace kazcode=""27-1-7"" if kaza==""Halep Kaza""",59.0,0,Halep,Halep,HalepMerkez Kaza,3
Harim Kaza,27-1-8,Halep Sanjak,27-1,Halep Vilayet,27.0,12610.0,12377.0,,,,,,,,,,,,,,,,,,,204.0,297.0,24987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,24987.0,1310 Salname,0.0,"replace kazcode=""27-1-8"" if kaza==""Harim Kaza""",61.0,0,Halep,Halep,Harim Kaza,3
Idlib Kaza,27-1-9,Halep Sanjak,27-1,Halep Vilayet,27.0,22932.0,22813.0,276.0,312.0,,,,,,,,,,,,,,,,,124.0,272.0,45745.0,588.0,588.0,0.0,0.01285386381,0.0,0.0,0.01269073878,,,46333.0,1310 Salname,0.0,"replace kazcode=""27-1-9"" if kaza==""Idlib Kaza""",57.0,0,Halep,Halep,Idlib Kaza,3
Birecik Kaza,27-2-1,Urfa Sanjak,27-2,Halep Vilayet,27.0,10171.0,10076.0,,,605.0,652.0,,,,,,,,,,,,,,,,,20247.0,1257.0,1257.0,1257.0,0.0620832716,0.0620832716,0.05845424107,0.05845424107,,,21504.0,1310 Salname,0.0,"replace kazcode=""27-2-1"" if kaza==""Birecik Kaza""",50.0,0,Halep,Urfa,Birecik Kaza,3
Harran Kaza,27-2-2,Urfa Sanjak,27-2,Halep Vilayet,27.0,1.987,1.675,,,,,,,,,,,,,,,,,,,,,3.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.662,1318 Salname,0.0,"replace kazcode=""27-2-2"" if kaza==""Harran Kaza""",46.0,0,Halep,Urfa,Harran Kaza,3
Rumkale,27-2-3,Urfa Sanjak,27-2,Halep Vilayet,27.0,10549.0,10993.0,,,289.0,340.0,,,,,,,,,,,,,,,,,21542.0,629.0,629.0,629.0,0.02919877449,0.02919877449,0.02837039376,0.02837039376,,,22171.0,1310 Salname,0.0,"replace kazcode=""27-2-3"" if kaza==""Rumkale""",51.0,0,Halep,Urfa,Rumkale Kaza,3
Suruc,27-2-4,Urfa Sanjak,27-2,Halep Vilayet,27.0,8712.0,9050.0,,,24.0,28.0,,,,,,,,,,,,,,,,,17762.0,52.0,52.0,52.0,0.002927598243,0.002927598243,0.002919052431,0.002919052431,,,17814.0,1310 Salname,0.0,"replace kazcode=""27-2-4"" if kaza==""Suruc""",48.0,0,Halep,Urfa,Suruc Kaza,3
Urfa Kaza,27-2-5,Urfa Sanjak,27-2,Halep Vilayet,27.0,26539.0,26321.0,,,3118.0,4515.0,,,240.0,218.0,154.0,163.0,327.0,395.0,,,486.0,588.0,,,355.0,967.0,52860.0,9887.0,10204.0,7633.0,0.187041241,0.1444003027,0.1210357732,0.1567772422,,,63064.0,1310 Salname,1.0,"replace kazcode=""27-2-5"" if kaza==""Urfa Kaza""",49.0,0,Halep,Urfa,UrfaMerkez Kaza,3
Andirin Kaza,27-3-1,Maraş Sanjak,27-3,Halep Vilayet,27.0,6394.0,7744.0,,,1042.0,1328.0,,,84.0,109.0,,,,,,,,,,,,,14138.0,2563.0,2563.0,2370.0,0.1812844815,0.1676333286,0.1419076702,0.1534638644,,,16701.0,1310 Salname,0.0,"replace kazcode=""27-3-1"" if kaza==""Andirin Kaza""",67.0,0,Halep,Maras,Goksun Kaza,3
Elbistan Kaza,27-3-2,Maraş Sanjak,27-3,Halep Vilayet,27.0,17981.0,19991.0,,,421.0,528.0,,,164.0,170.0,,,153.0,182.0,,,,,,,,,37972.0,1618.0,1618.0,949.0,0.04261034446,0.02499209944,0.02397069967,0.04086890629,,,39590.0,1310 Salname,0.0,"replace kazcode=""27-3-2"" if kaza==""Elbistan Kaza""",68.0,0,Halep,Maras,Elbistan Kaza,3
Maraş Kaza,27-3-3,Maraş Sanjak,27-3,Halep Vilayet,27.0,17110.0,19443.0,,,4312.0,4783.0,,,1447.0,1614.0,98.0,95.0,1430.0,1430.0,,,,,,,417.0,564.0,36553.0,15016.0,15209.0,9095.0,0.4108007551,0.2488167866,0.1757080484,0.2900969823,,,51762.0,1310 Salname,1.0,"replace kazcode=""27-3-3"" if kaza==""Maraş Kaza """,65.0,0,Halep,Maras,MarasMerkez Kaza,3
Pazarcik Kaza,27-3-4,Maraş Sanjak,27-3,Halep Vilayet,27.0,8533.0,9408.0,,,4.0,8.0,,,,,,,,,,,,,,,,,17941.0,12.0,12.0,12.0,0.000668859038,0.000668859038,0.0006684119646,0.0006684119646,,,17953.0,1310 Salname,0.0,"replace kazcode=""27-3-4"" if kaza==""Pazarcik Kaza""",69.0,0,Halep,Maras,Pazarcik Kaza,3
Zeytun Kaza,27-3-5,Maraş Sanjak,27-3,Halep Vilayet,27.0,3378.0,3994.0,,,3661.0,4882.0,,,167.0,206.0,,,107.0,129.0,,,,,,,,,7372.0,9152.0,9152.0,8543.0,1.241454151,1.158844276,0.5170055677,0.5538610506,,,16524.0,1310 Salname,0.0,"replace kazcode=""27-3-5"" if kaza==""Zeytun Kaza""",66.0,0,Halep,Maras,Zeytun Kaza,3
Istanbul City and Greater Istanbul,34-1,,34,Istanbul Vilayet,34.0,183571.0,201339.0,60937.0,91804.0,65720.0,83870.0,400.0,3977.0,3233.0,3209.0,21967.0,22394.0,331.0,488.0,554.0,528.0,,,,,28038.0,101205.0,384910.0,315051.0,359412.0,149590.0,0.8185056247,0.3886363046,0.171240835,0.3606497513,364751.0,508814.0,873565.0,1881 Census,1.0,"replace kazcode=""34-1"" if kaza==""Istanbul City and Greater Istanbul""",18.0,0,Istanbul,Istanbul,Istanbul,3
Küçükçekmece Kaza,34-2,,34,Istanbul Vilayet,34.0,1833.0,3507.0,4769.0,6176.0,505.0,891.0,,15.0,25.0,36.0,,,,,12.0,19.0,,,,,52.0,135.0,5340.0,12448.0,12448.0,1396.0,2.331086142,0.261423221,0.07766342142,0.6925173853,7196.0,10779.0,17975.0,1881 Census,0.0,"replace kazcode=""34-2"" if kaza==""Küçükçekmece Kaza""",12.0,0,Istanbul,,Kucukcekmece Kaza,3
Gebze Kaza,34-3,,34,Istanbul Vilayet,34.0,7633.0,8189.0,1947.0,2178.0,2.0,6.0,,3.0,,,,,,,,,,,,,,,15822.0,4136.0,4136.0,8.0,0.2614081658,0.000505625079,0.0004008417677,0.2072351939,9582.0,10376.0,19958.0,1881 Census,0.0,"replace kazcode=""34-3"" if kaza==""Gebze Kaza""",21.0,0,Istanbul,,Gebze Kaza,3
Kartal Kaza,34-4,,34,Istanbul Vilayet,34.0,2073.0,3022.0,3093.0,3827.0,401.0,468.0,,,1.0,2.0,,1.0,,,,,,,,,32.0,49.0,5095.0,7792.0,7793.0,869.0,1.529342493,0.1705593719,0.06700593723,0.6008173336,5600.0,7369.0,12969.0,1881 Census,0.0,"replace kazcode=""34-4"" if kaza==""Kartal Kaza""",19.0,0,Istanbul,,Kartal Kaza,3
Beykoz Kaza,34-5,,34,Istanbul Vilayet,34.0,1665.0,1955.0,604.0,729.0,,,,,49.0,91.0,,,,,,,,,,,,,3620.0,1473.0,1473.0,0.0,0.4069060773,0.0,0.0,0.2892204987,2318.0,2775.0,5093.0,1881 Census,0.0,"replace kazcode=""34-5"" if kaza==""Beykoz Kaza""",20.0,0,Istanbul,,Beykoz Kaza,3
Şile Kaza,34-6,,34,Istanbul Vilayet,34.0,4964.0,5350.0,3166.0,3281.0,,3.0,,,,,,,,,,,,,,,,6.0,10314.0,6450.0,6450.0,3.0,0.6253635835,0.000290866783,0.0001788908766,0.3846153846,8130.0,8640.0,16770.0,1881 Census,0.0,"replace kazcode=""34-6"" if kaza==""Şile Kaza""",22.0,0,Istanbul,,Sile Kaza,3
Adalar Kaza,34-7,,34,Istanbul Vilayet,34.0,78.0,186.0,2495.0,3006.0,196.0,337.0,,3.0,66.0,67.0,30.0,35.0,5.0,2.0,9.0,18.0,,,,,736.0,668.0,264.0,6204.0,6269.0,533.0,23.5,2.018939394,0.06715383646,0.7816555374,3615.0,4322.0,7937.0,1881 Census,0.0,"replace kazcode=""34-7"" if kaza==""Adalar Kaza""",0.0,0,Istanbul,,Adalar Kaza,3
Araç Kaza,37-1-1,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,15878.0,17253.0,,,,,,,,,,,,,,,,,,,,,33131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15878.0,17253.0,33131.0,1881 Census,0.0,"replace kazcode=""37-1-1"" if kaza==""Araç Kaza""",294.0,0,Kastamonu,Kastamonu,Arac,3
Cide Kaza,37-1-2,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,19431.0,19538.0,,,,,,,,,,,,,,,,,,,,,38969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19437.0,19538.0,38975.0,1881 Census,0.0,"replace kazcode=""37-1-2"" if kaza==""Cide Kaza""",296.0,0,Kastamonu,Kastamonu,Cide Kaza,3
Daday Kaza,37-1-3,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,20734.0,19714.0,6.0,4.0,86.0,96.0,,,,,,,,,,,,,,,,,40448.0,192.0,192.0,182.0,0.004746835443,0.00449960443,0.004478346457,0.004724409449,20826.0,19814.0,40640.0,1881 Census,0.0,"replace kazcode=""37-1-3"" if kaza==""Daday Kaza""",295.0,0,Kastamonu,Kastamonu,Daday Kaza,3
inebolu Kaza,37-1-4,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,29678.0,29004.0,739.0,758.0,9.0,8.0,,,,,,,,,,,,,,,,,58682.0,1514.0,1514.0,17.0,0.02580007498,0.000289697011,0.0002824107914,0.02515117284,30426.0,29770.0,60196.0,1881 Census,0.0,"replace kazcode=""37-1-4"" if kaza==""inebolu Kaza""",297.0,0,Kastamonu,Kastamonu,Inebolu Kaza,3
Kastamonu Central Kaza,37-1-5,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,28107.0,26288.0,813.0,782.0,261.0,300.0,,,,,,,,,,,,,,,,,54395.0,2156.0,2156.0,561.0,0.03963599596,0.01031344793,0.009920248979,0.03812487843,29181.0,27370.0,56551.0,1881 Census,1.0,"replace kazcode=""37-1-5"" if kaza==""Kastamonu Central Kaza""",298.0,0,Kastamonu,Kastamonu,KastamonuMerkez Kaza,3
Safranbolu Kaza,37-1-6,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,24070.0,25127.0,1658.0,1668.0,,,,,,,,,,,,,,,,,,,49197.0,3326.0,3326.0,0.0,0.06760574832,0.0,0.0,0.06332463873,25728.0,26795.0,52523.0,1881 Census,0.0,"replace kazcode=""37-1-6"" if kaza==""Safranbolu Kaza""",8.0,0,Kastamonu,Kastamonu,Safranbolu Kaza,3
Taşköprü Kaza,37-1-7,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,19564.0,20075.0,300.0,296.0,,,,,,,,,,,,,,,,,,,39639.0,596.0,596.0,0.0,0.01503569717,0.0,0.0,0.01481297378,19864.0,20371.0,40235.0,1881 Census,0.0,"replace kazcode=""37-1-7"" if kaza==""Taşköprü Kaza""",300.0,0,Kastamonu,Kastamonu,Taskopru Kaza,3
Tosya Kaza,37-1-8,Kastamonu Sanjak,37-1,Kastamonu Vilayet,37.0,16288.0,16731.0,256.0,225.0,,,,,,,,,,,,,,,,,,,33019.0,481.0,481.0,0.0,0.0145673703,0.0,0.0,0.01434536236,16544.0,16986.0,33530.0,1881 Census,0.0,"replace kazcode=""37-1-8"" if kaza==""Tosya Kaza""",299.0,0,Kastamonu,Kastamonu,Tosya Kaza,3
Bartin Kaza,37-2-1,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,24284.0,25535.0,200.0,180.0,95.0,100.0,,,,13.0,,,,,,,,,,,,,49819.0,588.0,588.0,195.0,0.01180272587,0.003914169293,0.003869508275,0.01166805572,24579.0,25815.0,50394.0,1881 Census,0.0,"replace kazcode=""37-2-1"" if kaza==""Bartin Kaza""",238.0,0,Kastamonu,Bolu,Bartin Kaza,3
Bolu Central Kaza,37-2-2,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,21632.0,21034.0,,17.0,397.0,428.0,,,,,,,,,,,,,,,,,42666.0,842.0,842.0,825.0,0.01973468335,0.01933623963,0.01895636589,0.01934698192,22029.0,21492.0,43521.0,1881 Census,1.0,"replace kazcode=""37-2-2"" if kaza==""Bolu Central Kaza""",242.0,0,Kastamonu,Bolu,BoluMerkez Kaza,3
Düzçe Kaza,37-2-3,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,14497.0,16015.0,22.0,58.0,13.0,52.0,,2.0,,,,,,,,,,,,,,1.0,30512.0,147.0,147.0,65.0,0.004817776612,0.002130309386,0.002120026093,0.004794520548,14532.0,16128.0,30660.0,1881 Census,0.0,"replace kazcode=""37-2-3"" if kaza==""Düzçe Kaza""",243.0,0,Kastamonu,Bolu,Duzce Kaza,3
Ereğli (K. Deniz),37-2-4,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,15926.0,17981.0,363.0,372.0,,,,,,,,,,,,,,,,,,,33907.0,735.0,735.0,0.0,0.02167693986,0.0,0.0,0.0212170198,16289.0,18353.0,34642.0,1881 Census,0.0,"replace kazcode=""37-2-4"" if kaza==""Ereğli (K. Deniz)""",239.0,0,Kastamonu,Bolu,Eregli (Karadeniz) Kaza,3
Gerede Kaza,37-2-5,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,20174.0,19130.0,27.0,97.0,,7.0,,,,23.0,,,,,,,,,,,,,39304.0,154.0,154.0,7.0,0.003918176267,0.0001780989212,0.0001774038218,0.003902884079,20201.0,19257.0,39458.0,1881 Census,0.0,"replace kazcode=""37-2-5"" if kaza==""Gerede Kaza""",240.0,0,Kastamonu,Bolu,Gerede Kaza,3
Göynük Kaza,37-2-6,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,8377.0,7762.0,2.0,9.0,,,,,,,,,,,,,,,,,,,16139.0,11.0,11.0,0.0,0.0006815787843,0.0,0.0,0.0006811145511,8379.0,7771.0,16150.0,1881 Census,0.0,"replace kazcode=""37-2-6"" if kaza==""Göynük Kaza""",245.0,0,Kastamonu,Bolu,Goynuk Kaza,3
Hamidiye (Bolu) Kaza,37-2-7,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,21389.0,28231.0,,,162.0,192.0,,,,,,,,,,,,,,,,,49620.0,354.0,354.0,354.0,0.007134220073,0.007134220073,0.007083683515,0.007083683515,21551.0,28423.0,49974.0,1881 Census,0.0,"replace kazcode=""37-2-7"" if kaza==""Hamidiye (Bolu) Kaza""",241.0,0,Kastamonu,Bolu,Hamidiye (Bolu) Kaza,3
Mudurnu (Mud) Kaza,37-2-8,Bolu Sanjak,37-2,Kastamonu Vilayet,37.0,13341.0,13148.0,,,,,,,,,,,,,,,,,,,,,26489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13341.0,13148.0,26489.0,1881 Census,0.0,"replace kazcode=""37-2-8"" if kaza==""Mudurnu (Mud) Kaza""",244.0,0,Kastamonu,Bolu,Mudurnu Kaza,3
Ayancık Kaza,37-3-1,Sinop Sanjak,37-3,Kastamonu Vilayet,37.0,13960.0,14629.0,575.0,638.0,,,,,,,,,,,,,,,,,,,28589.0,1213.0,1213.0,0.0,0.04242890622,0.0,0.0,0.04070196631,14535.0,15267.0,29802.0,1881 Census,0.0,"replace kazcode=""37-3-1"" if kaza==""Ayancık Kaza""",301.0,0,Kastamonu,Sinop,Ayancik Kaza,3
Boyabat Kaza,37-3-2,Sinop Sanjak,37-3,Kastamonu Vilayet,37.0,20132.0,22549.0,22.0,62.0,,,,,,,,,,,,,,,864.0,935.0,,,42681.0,84.0,84.0,0.0,0.001968088845,0.0,0.0,0.00188492954,21018.0,23546.0,44564.0,1881 Census,0.0,"replace kazcode=""37-3-2"" if kaza==""Boyabat Kaza""",303.0,0,Kastamonu,Sinop,Boyabat Kaza,3
Sinop Central Kaza,37-3-3,Sinop Sanjak,37-3,Kastamonu Vilayet,37.0,19519.0,20735.0,2048.0,2015.0,123.0,150.0,,,,,,,,,,,,,30.0,36.0,,,40254.0,4336.0,4336.0,273.0,0.1077160034,0.006781934715,0.006113400215,0.0970978144,21720.0,22936.0,44656.0,1881 Census,1.0,"replace kazcode=""37-3-3"" if kaza==""Sinop Central Kaza""",302.0,0,Kastamonu,Sinop,SinopMerkez Kaza,3
Çankiri Central Kaza,37-4-1,Çankiri Sanjak,37-4,Kastamonu Vilayet,37.0,41190.0,42917.0,368.0,390.0,155.0,143.0,,,,,,,,,,,,,,,,,84107.0,1056.0,1056.0,298.0,0.01255543534,0.003543105806,0.003499172176,0.01239975107,41713.0,43450.0,85163.0,1881 Census,1.0,"replace kazcode=""37-4-1"" if kaza==""Çankiri Central Kaza""",291.0,0,Kastamonu,Cankiri,CankiriMerkez Kaza,3
Çerkeş Kaza,37-4-2,Çankiri Sanjak,37-4,Kastamonu Vilayet,37.0,26957.0,27529.0,,,,,,,,,,,,,,,,,,,,,54486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26957.0,27529.0,54486.0,1881 Census,0.0,"replace kazcode=""37-4-2"" if kaza==""Çerkeş Kaza""",237.0,0,Kastamonu,Cankiri,Cerkes Kaza,3
İskilip Kaza,37-4-3,Çankiri Sanjak,37-4,Kastamonu Vilayet,37.0,20724.0,22517.0,,,,,,,,,,,,,,,,,,,,,43241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724.0,22517.0,43241.0,1881 Census,0.0,"replace kazcode=""37-4-3"" if kaza==""İskilip Kaza""",230.0,0,Kastamonu,Cankiri,Iskilip,3
İzmit Central Kaza,41-1,Izmit (Special) Sancak,41,,41.0,9285.0,9963.0,1696.0,1880.0,7826.0,8011.0,5.0,8.0,63.0,70.0,78.0,84.0,333.0,382.0,,,,,,,51.0,54.0,19248.0,20274.0,20436.0,15837.0,1.053304239,0.822786783,0.3980245797,0.509537812,19337.0,20452.0,39789.0,1881 Census,1.0,"replace kazcode=""41-1"" if kaza==""İzmit Central Kaza""",315.0,0,,Izmit,IzmitMerkez Kaza,3
Adapazarı Kaza,41-2,Izmit (Special) Sancak,41,,41.0,18991.0,21327.0,1307.0,1210.0,5432.0,5270.0,,,,,3.0,3.0,152.0,162.0,,,,,,,27.0,40.0,40318.0,13533.0,13539.0,10702.0,0.3356565306,0.265439754,0.1984645056,0.2509643202,25912.0,28012.0,53924.0,1881 Census,0.0,"replace kazcode=""41-2"" if kaza==""Adapazarı Kaza""",314.0,0,,Izmit,Adapazari Kaza,3
Kandira Kaza,41-3,Izmit (Special) Sancak,41,,41.0,21011.0,19675.0,990.0,1098.0,626.0,633.0,,,,,,,,,,,,,,,,,40686.0,3347.0,3347.0,1259.0,0.08226416949,0.03094430517,0.02859219222,0.07601117344,22627.0,21406.0,44033.0,1881 Census,0.0,"replace kazcode=""41-3"" if kaza==""Kandira Kaza""",313.0,0,,Izmit,Kandira Kaza,3
Geyve Kaza,41-4,Izmit (Special) Sancak,41,,41.0,11528.0,10605.0,2223.0,2291.0,2818.0,3055.0,,,,,,,36.0,43.0,,,,,,,,1.0,22133.0,10466.0,10466.0,5873.0,0.4728685673,0.2653503818,0.1801478482,0.3210330971,16605.0,15996.0,32601.0,1881 Census,0.0,"replace kazcode=""41-4"" if kaza==""Geyve Kaza""",9.0,0,,Izmit,Geyve Kaza,3
Karamürsel Kaza,41-5,Izmit (Special) Sancak,41,,41.0,4960.0,5772.0,5136.0,5887.0,1607.0,1942.0,,,,,,,,,,,,,,,,18.0,10732.0,14572.0,14572.0,3549.0,1.357808423,0.3306932538,0.1401548061,0.5754679725,11703.0,13619.0,25322.0,1881 Census,0.0,"replace kazcode=""41-5"" if kaza==""Karamürsel Kaza""",312.0,0,,Izmit,Karamursel Kaza,3
Akşehir Kaza,42-1-1,Konya Sanjak,42-1,Konya Vilayet,42.0,21158.0,22107.0,872.0,839.0,1582.0,1552.0,,,9.0,28.0,,,22.0,19.0,,,,,,,,,43265.0,4923.0,4923.0,3134.0,0.1137871259,0.07243730498,0.06508691408,0.1022408673,23634.0,24517.0,48151.0,1881 Census,0.0,"replace kazcode=""42-1-1"" if kaza==""Akşehir Kaza""",134.0,0,Konya,Konya,Aksehir Kaza,3
